attorney,take,facebook,google,other,referal,website,surgery,sex,days_passed
Daniel Kafee,1,0,0,0,0,1,1,male,167
Rusty Sabich,0,1,0,0,0,0,1,male,766
Rachel Zane,1,1,0,0,0,0,1,male,376
Patty Hewes,0,0,0,0,0,1,1,female,917
Atticus Finch,0,0,0,0,0,0,0,male,1101
,1,0,0,0,0,0,1,male,429
Patty Hewes,0,0,0,1,0,0,1,female,1309
JoAnee Galloway,1,0,0,0,1,0,0,female,63
Rachel Zane,0,0,1,0,0,0,0,female,46
Patty Hewes,1,0,0,0,0,0,1,female,484
Rusty Sabich,0,0,0,0,0,1,0,female,1417
JoAnee Galloway,0,0,0,0,1,0,0,female,1095
Patty Hewes,0,0,1,0,0,0,0,male,807
Rachel Zane,0,1,0,0,0,0,1,female,126
JoAnee Galloway,0,0,0,1,0,0,0,female,1645
Perry Mason,0,0,0,0,1,0,0,male,2288
JoAnee Galloway,0,1,0,0,0,0,0,female,1085
Ally McBeal,1,0,1,0,0,0,1,male,75
Rachel Zane,0,0,0,0,0,0,0,female,278
Daniel Kafee,0,0,0,0,0,0,1,male,1080
JoAnee Galloway,1,0,1,0,0,0,1,male,201
Rachel Zane,1,0,0,0,0,0,1,female,344
JoAnee Galloway,0,0,0,0,0,0,1,female,1101
JoAnee Galloway,1,0,0,1,0,0,1,male,7
Daniel Kafee,0,1,0,0,0,0,1,female,804
JoAnee Galloway,0,0,0,1,0,0,1,male,1356
Rusty Sabich,0,0,0,1,0,0,0,female,289
Rachel Zane,0,0,0,0,0,0,1,male,484
Daniel Kafee,1,0,0,1,0,0,0,female,172
Daniel Kafee,1,1,0,0,0,0,1,female,34
Rachel Zane,0,0,1,0,0,0,0,female,1138
Atticus Finch,0,0,1,0,0,0,0,male,718
,0,0,0,0,0,0,1,female,2329
Daniel Kafee,1,0,0,0,1,0,1,male,2762
,1,0,0,1,0,0,1,female,510
Rusty Sabich,1,0,0,0,0,0,0,male,52
Ally McBeal,0,0,0,1,0,0,0,male,944
Atticus Finch,0,0,0,0,0,0,0,male,744
Rusty Sabich,0,0,0,0,0,1,1,female,1082
Daniel Kafee,0,0,0,0,0,0,1,male,519
Atticus Finch,1,1,0,0,0,0,0,female,109
Rachel Zane,1,0,0,0,0,0,1,female,543
Rusty Sabich,0,0,1,0,0,0,0,female,772
Daniel Kafee,0,0,0,0,0,0,0,female,927
Patty Hewes,0,0,0,0,0,0,1,female,1405
Rusty Sabich,0,0,1,0,0,0,1,female,1359
Atticus Finch,0,0,1,0,0,0,0,male,429
Daniel Kafee,1,0,0,1,0,0,1,male,439
Rachel Zane,1,0,0,1,0,0,1,,423
Patty Hewes,0,0,0,0,0,1,0,male,174
Rachel Zane,1,0,0,0,0,0,0,female,392
Ally McBeal,0,0,0,0,0,0,0,male,953
Perry Mason,0,0,0,1,0,0,0,male,600
Ally McBeal,0,0,0,0,0,0,1,female,791
Rachel Zane,0,0,0,0,0,1,0,female,973
Rusty Sabich,0,1,0,0,0,0,1,female,1125
Rachel Zane,1,1,0,0,0,0,1,male,215
JoAnee Galloway,1,0,0,1,0,0,0,female,230
Ally McBeal,1,0,0,1,0,0,1,female,207
Atticus Finch,0,0,0,0,0,0,0,male,1266
Perry Mason,1,0,0,0,0,0,1,female,591
Ally McBeal,0,0,0,0,0,0,0,female,1524
Perry Mason,0,0,0,1,0,0,0,male,1246
Daniel Kafee,1,0,0,1,0,0,0,female,569
Patty Hewes,1,0,0,0,0,0,0,female,114
Ally McBeal,0,0,0,1,0,0,0,male,855
Ally McBeal,1,0,0,0,0,1,0,female,105
JoAnee Galloway,1,1,0,0,0,0,1,male,177
JoAnee Galloway,1,0,0,0,1,0,1,female,668
Patty Hewes,0,0,0,0,0,0,0,male,106
JoAnee Galloway,0,0,0,0,0,0,1,male,1260
Rusty Sabich,0,0,0,0,1,0,0,male,1945
Atticus Finch,1,0,0,0,0,1,1,female,525
Patty Hewes,0,0,0,0,0,0,0,female,704
Daniel Kafee,1,1,0,0,0,0,1,male,363
Ally McBeal,0,0,0,0,1,0,0,male,923
Rusty Sabich,1,0,0,0,0,1,1,female,646
Patty Hewes,0,1,0,0,0,0,0,male,717
JoAnee Galloway,0,0,0,0,0,0,1,female,2788
Atticus Finch,0,0,0,0,1,0,0,male,359
Rachel Zane,0,0,0,0,0,1,0,male,850
Atticus Finch,0,0,0,0,0,0,1,female,1173
Patty Hewes,1,0,0,0,0,1,1,female,88
Ally McBeal,0,0,0,0,0,0,0,female,1086
Atticus Finch,0,0,0,0,0,1,0,female,1959
Perry Mason,1,0,0,0,1,0,1,female,621
,1,0,0,0,0,1,0,male,438
Ally McBeal,0,1,0,0,0,0,0,female,617
Ally McBeal,1,0,0,0,1,0,1,male,598
JoAnee Galloway,1,0,0,0,1,0,1,female,370
Patty Hewes,1,0,0,0,1,0,0,female,21
Daniel Kafee,0,0,0,0,0,0,0,male,290
,0,0,1,0,0,0,1,male,1187
Rusty Sabich,0,0,1,0,0,0,0,female,1228
Ally McBeal,0,0,0,1,0,0,1,female,428
Patty Hewes,1,0,0,1,0,0,0,male,434
Rusty Sabich,1,0,1,0,0,0,1,female,14
Ally McBeal,0,0,0,0,0,1,1,female,70
Perry Mason,0,0,0,1,0,0,1,male,779
Rachel Zane,0,1,0,0,0,0,0,female,221
JoAnee Galloway,1,0,0,1,0,0,1,female,684
Rusty Sabich,0,1,0,0,0,0,1,female,1104
Perry Mason,1,1,0,0,0,0,1,female,399
Rachel Zane,1,0,1,0,0,0,1,female,240
Patty Hewes,0,0,1,0,0,0,1,female,861
Patty Hewes,1,0,0,0,0,0,1,male,389
Atticus Finch,0,0,0,0,0,1,1,male,1930
Rusty Sabich,0,0,0,0,0,1,1,female,1511
Perry Mason,0,0,0,0,0,0,1,male,2801
Ally McBeal,1,0,1,0,0,0,1,male,199
Rachel Zane,0,0,0,0,1,0,0,female,2029
Rachel Zane,0,0,1,0,0,0,0,female,1200
Atticus Finch,0,1,0,0,0,0,0,male,1220
Patty Hewes,1,0,0,0,0,0,1,female,681
Perry Mason,1,0,0,1,0,0,0,male,558
Atticus Finch,0,0,0,0,0,0,0,female,974
JoAnee Galloway,0,0,0,1,0,0,0,female,204
Rusty Sabich,1,0,0,0,1,0,1,female,94
Ally McBeal,0,0,0,1,0,0,0,,964
Patty Hewes,1,0,0,0,1,0,1,male,260
JoAnee Galloway,0,0,0,1,0,0,1,female,1409
Daniel Kafee,1,0,0,0,0,0,1,female,615
Rachel Zane,0,0,0,0,0,1,1,male,748
Atticus Finch,1,0,0,0,0,0,0,female,561
Atticus Finch,1,1,0,0,0,0,1,female,274
Rachel Zane,1,0,0,0,1,0,1,male,424
Patty Hewes,1,0,0,0,0,0,1,female,556
Rusty Sabich,1,0,0,1,0,0,1,male,502
Rusty Sabich,0,1,0,0,0,0,1,male,2077
Perry Mason,0,0,0,1,0,0,1,,980
Perry Mason,0,0,0,1,0,0,1,female,1061
,1,0,0,0,0,1,0,female,159
Patty Hewes,0,0,0,1,0,0,0,female,1080
Perry Mason,1,0,0,0,1,0,1,female,409
Atticus Finch,0,0,0,1,0,0,0,female,2814
Daniel Kafee,1,0,0,0,1,0,1,male,106
JoAnee Galloway,0,0,0,1,0,0,0,male,1075
Rusty Sabich,1,0,0,0,0,1,1,female,61
Patty Hewes,0,0,1,0,0,0,0,male,249
Patty Hewes,0,0,0,1,0,0,0,female,829
Patty Hewes,1,0,0,1,0,0,0,female,670
JoAnee Galloway,0,1,0,0,0,0,0,female,958
Rachel Zane,0,0,1,0,0,0,0,male,1922
Daniel Kafee,0,0,0,0,0,0,0,,724
Patty Hewes,0,0,1,0,0,0,1,male,1115
Patty Hewes,1,0,0,0,1,0,0,female,260
Rusty Sabich,0,0,0,0,0,0,0,female,578
Rachel Zane,0,0,0,1,0,0,0,female,605
Patty Hewes,0,0,0,1,0,0,0,female,1132
Ally McBeal,0,0,0,0,0,0,1,female,1015
Rusty Sabich,1,1,0,0,0,0,0,male,145
Patty Hewes,0,1,0,0,0,0,0,male,329
Rachel Zane,0,0,0,0,0,0,1,male,1049
JoAnee Galloway,0,0,1,0,0,0,1,male,907
Perry Mason,1,0,0,0,0,0,1,male,28
Daniel Kafee,0,0,1,0,0,0,1,female,877
Rachel Zane,0,0,0,0,0,1,1,male,665
Atticus Finch,0,0,1,0,0,0,0,male,886
Ally McBeal,0,0,0,1,0,0,1,female,1030
Daniel Kafee,0,0,0,0,0,1,0,male,773
,0,0,1,0,0,0,0,male,2825
Rachel Zane,1,0,1,0,0,0,0,,294
Ally McBeal,0,0,0,0,0,1,0,male,1210
Rusty Sabich,0,0,0,0,1,0,0,female,115
Perry Mason,1,0,0,0,0,0,0,female,623
Ally McBeal,0,0,0,0,1,0,1,male,1584
Daniel Kafee,1,0,0,0,0,1,1,male,392
JoAnee Galloway,0,0,0,0,0,0,1,male,970
Rachel Zane,0,1,0,0,0,0,1,female,1780
Daniel Kafee,0,1,0,0,0,0,1,male,1557
Rachel Zane,0,0,0,0,1,0,0,female,1728
Patty Hewes,0,0,0,0,0,1,0,male,545
Daniel Kafee,0,1,0,0,0,0,1,female,877
Rusty Sabich,1,0,1,0,0,0,0,female,502
Daniel Kafee,0,0,0,0,0,1,0,female,936
Atticus Finch,0,0,0,0,0,0,1,female,1276
Ally McBeal,0,0,0,0,0,0,1,male,734
Atticus Finch,0,0,1,0,0,0,0,male,129
Atticus Finch,0,0,0,0,0,0,0,male,294
Perry Mason,0,1,0,0,0,0,0,male,1314
Rusty Sabich,0,0,0,0,1,0,1,female,1379
Perry Mason,0,1,0,0,0,0,0,female,1255
JoAnee Galloway,0,0,0,1,0,0,0,female,474
Ally McBeal,0,0,0,0,0,1,1,female,641
Daniel Kafee,1,0,0,1,0,0,0,male,506
Rusty Sabich,1,0,1,0,0,0,1,male,691
Rachel Zane,0,0,1,0,0,0,0,male,876
Atticus Finch,0,0,1,0,0,0,1,male,1214
Perry Mason,1,0,0,0,0,0,1,male,444
Daniel Kafee,1,0,0,0,0,0,1,male,215
Perry Mason,0,1,0,0,0,0,0,female,870
Daniel Kafee,0,0,0,0,0,0,0,female,1130
Rachel Zane,0,0,0,0,0,1,1,male,471
Rusty Sabich,0,0,0,1,0,0,0,female,164
Daniel Kafee,1,0,0,0,0,0,0,female,1
Rachel Zane,0,0,1,0,0,0,1,male,865
Patty Hewes,0,0,0,0,0,0,0,female,1441
JoAnee Galloway,0,0,1,0,0,0,0,male,312
,0,0,0,0,0,0,1,male,897
Ally McBeal,0,0,0,0,0,1,0,female,807
Rachel Zane,0,1,0,0,0,0,0,female,27
Rusty Sabich,0,0,0,0,0,1,1,female,813
JoAnee Galloway,0,0,0,1,0,0,1,female,937
Perry Mason,0,0,0,0,0,0,0,female,1154
JoAnee Galloway,0,0,1,0,0,0,1,male,786
JoAnee Galloway,0,0,0,0,1,0,1,male,1104
Patty Hewes,0,0,0,0,0,0,0,male,1675
Patty Hewes,0,1,0,0,0,0,1,male,2850
Perry Mason,1,0,0,0,0,1,1,male,219
Daniel Kafee,0,0,1,0,0,0,0,female,824
,0,0,0,0,0,1,0,female,742
Patty Hewes,0,0,0,0,0,1,1,female,1160
Rusty Sabich,0,0,0,0,0,1,0,female,41
Perry Mason,0,0,0,0,0,1,0,female,1210
Perry Mason,0,0,0,1,0,0,1,female,446
Perry Mason,1,1,0,0,0,0,1,female,137
Ally McBeal,0,0,0,0,1,0,1,male,1007
Patty Hewes,0,0,0,1,0,0,1,female,847
JoAnee Galloway,1,0,0,0,1,0,1,male,388
Ally McBeal,0,0,0,0,0,0,0,male,78
JoAnee Galloway,0,0,0,0,0,0,1,male,1382
Daniel Kafee,0,0,0,0,1,0,1,female,769
Rusty Sabich,0,0,0,0,1,0,0,female,432
Patty Hewes,0,0,0,0,0,1,0,female,317
Daniel Kafee,1,0,0,0,0,0,1,female,19
JoAnee Galloway,0,1,0,0,0,0,0,male,860
Rusty Sabich,1,0,1,0,0,0,1,female,165
Daniel Kafee,0,0,1,0,0,0,1,male,1451
Perry Mason,0,0,1,0,0,0,0,female,551
Daniel Kafee,0,0,0,0,0,1,1,female,733
Atticus Finch,1,0,0,1,0,0,0,male,17
Perry Mason,0,0,1,0,0,0,0,female,694
Ally McBeal,0,0,0,0,0,1,1,female,1099
Perry Mason,1,1,0,0,0,0,1,female,472
Rusty Sabich,1,0,0,0,1,0,1,male,148
,1,1,0,0,0,0,1,male,67
Patty Hewes,0,0,0,1,0,0,0,male,622
Daniel Kafee,1,0,0,0,0,0,0,male,234
Rachel Zane,1,0,0,0,1,0,1,male,438
Perry Mason,1,1,0,0,0,0,1,female,244
JoAnee Galloway,1,1,0,0,0,0,1,female,46
Ally McBeal,0,0,0,0,1,0,0,male,1763
Rachel Zane,0,0,0,0,0,1,0,female,1146
Perry Mason,0,0,0,0,0,1,0,male,1542
JoAnee Galloway,0,0,1,0,0,0,1,female,126
Atticus Finch,0,0,1,0,0,0,0,,944
Rusty Sabich,0,0,0,1,0,0,0,female,955
JoAnee Galloway,1,1,0,0,0,0,1,female,282
Rusty Sabich,0,0,1,0,0,0,0,male,1660
Rusty Sabich,0,1,0,0,0,0,0,female,719
Perry Mason,0,0,0,0,0,0,0,female,1026
Rachel Zane,0,0,0,0,0,0,1,male,232
Rusty Sabich,1,0,0,0,0,1,1,male,52
Rusty Sabich,1,0,0,1,0,0,1,female,154
Rachel Zane,0,0,0,0,0,0,0,female,595
Patty Hewes,1,0,0,0,0,1,1,male,201
Perry Mason,0,0,0,1,0,0,0,male,947
,0,0,0,0,1,0,0,female,813
Rusty Sabich,0,0,0,0,0,1,0,male,1338
Atticus Finch,0,1,0,0,0,0,0,male,1693
Perry Mason,0,0,1,0,0,0,0,female,459
Perry Mason,1,0,1,0,0,0,1,female,600
JoAnee Galloway,0,0,0,0,0,0,1,male,174
JoAnee Galloway,0,0,1,0,0,0,0,male,595
,0,0,0,0,0,1,1,male,844
Ally McBeal,0,1,0,0,0,0,0,female,90
Perry Mason,0,1,0,0,0,0,1,female,873
Ally McBeal,0,1,0,0,0,0,0,male,1209
Patty Hewes,1,0,0,0,0,1,1,female,352
Perry Mason,0,0,0,0,0,1,0,male,63
Rusty Sabich,1,0,0,0,1,0,1,female,104
JoAnee Galloway,0,0,0,0,1,0,0,male,940
,0,1,0,0,0,0,1,female,577
Daniel Kafee,1,0,0,0,0,0,1,male,512
JoAnee Galloway,1,0,0,0,1,0,0,female,392
Ally McBeal,1,0,0,0,1,0,0,female,6
Perry Mason,0,0,0,0,0,1,0,male,700
Daniel Kafee,0,1,0,0,0,0,0,male,709
Rachel Zane,1,1,0,0,0,0,0,female,400
Daniel Kafee,0,0,0,0,1,0,1,female,1039
Patty Hewes,0,1,0,0,0,0,0,male,830
Ally McBeal,0,0,1,0,0,0,1,female,324
Atticus Finch,0,0,0,0,0,1,0,female,1358
Perry Mason,0,0,1,0,0,0,0,female,439
Ally McBeal,1,0,1,0,0,0,0,male,124
Daniel Kafee,1,0,0,0,1,0,0,male,321
Perry Mason,0,0,0,0,0,1,1,female,2211
Atticus Finch,0,1,0,0,0,0,0,female,134
Patty Hewes,0,0,0,1,0,0,0,,47
JoAnee Galloway,0,0,1,0,0,0,1,,771
Atticus Finch,1,0,0,0,0,1,0,male,64
Patty Hewes,0,0,0,0,0,1,0,female,1943
Daniel Kafee,1,0,0,0,0,1,1,female,10
JoAnee Galloway,0,0,1,0,0,0,0,female,528
JoAnee Galloway,1,0,0,0,0,0,1,female,420
Daniel Kafee,0,1,0,0,0,0,1,female,311
Patty Hewes,0,0,0,1,0,0,0,male,56
Perry Mason,1,0,0,1,0,0,1,female,435
Ally McBeal,0,0,0,1,0,0,1,female,1674
Atticus Finch,1,0,0,0,0,0,1,male,75
Rachel Zane,0,0,0,0,0,0,0,male,1445
JoAnee Galloway,0,0,0,0,0,0,1,male,1005
JoAnee Galloway,0,0,0,1,0,0,1,female,958
Ally McBeal,1,0,0,0,1,0,0,female,689
Atticus Finch,0,0,0,1,0,0,0,female,130
Atticus Finch,1,0,0,0,1,0,1,male,362
Patty Hewes,0,0,0,1,0,0,0,male,1929
Atticus Finch,1,0,0,0,0,0,1,male,163
JoAnee Galloway,1,0,0,0,0,0,1,male,487
JoAnee Galloway,0,0,0,0,1,0,1,male,1699
Rachel Zane,0,1,0,0,0,0,0,male,1602
Patty Hewes,0,1,0,0,0,0,1,female,1211
Atticus Finch,1,0,1,0,0,0,1,female,83
Rusty Sabich,1,0,0,1,0,0,0,female,482
Daniel Kafee,1,0,1,0,0,0,0,female,153
Atticus Finch,0,0,0,0,0,0,0,male,466
Patty Hewes,1,0,0,0,1,0,0,male,483
Atticus Finch,0,0,0,0,0,0,0,female,719
Daniel Kafee,0,0,1,0,0,0,1,female,294
Perry Mason,1,0,0,0,1,0,1,male,158
Daniel Kafee,0,0,1,0,0,0,0,female,587
JoAnee Galloway,0,0,0,0,1,0,0,female,881
Rusty Sabich,1,1,0,0,0,0,1,female,185
Atticus Finch,0,0,0,1,0,0,1,female,706
Perry Mason,1,0,0,0,0,1,0,,516
JoAnee Galloway,0,0,1,0,0,0,0,,892
Atticus Finch,0,0,1,0,0,0,1,male,784
Patty Hewes,1,0,0,0,0,1,1,male,321
Rachel Zane,0,1,0,0,0,0,0,male,658
Rachel Zane,1,0,0,0,1,0,0,male,655
Daniel Kafee,0,0,0,0,0,0,0,male,1520
Atticus Finch,0,0,0,0,0,0,1,male,1047
JoAnee Galloway,0,1,0,0,0,0,1,male,377
Atticus Finch,1,0,0,0,1,0,0,male,58
Rusty Sabich,0,1,0,0,0,0,0,male,1346
Perry Mason,0,1,0,0,0,0,0,male,658
Rachel Zane,0,0,0,1,0,0,0,male,1324
Rusty Sabich,0,0,1,0,0,0,0,female,1158
Rusty Sabich,0,0,1,0,0,0,0,male,929
Rusty Sabich,0,1,0,0,0,0,1,female,1329
Ally McBeal,0,0,0,0,0,0,1,male,1680
JoAnee Galloway,0,0,0,0,0,0,0,male,453
Patty Hewes,0,0,0,0,1,0,1,female,1256
JoAnee Galloway,0,0,0,0,0,1,0,male,283
Rusty Sabich,1,0,0,0,1,0,0,female,32
Patty Hewes,1,0,0,1,0,0,0,male,383
Ally McBeal,0,0,0,0,0,1,0,female,399
Rachel Zane,1,0,0,1,0,0,1,male,224
,0,1,0,0,0,0,1,female,774
,0,0,0,1,0,0,0,male,1229
JoAnee Galloway,0,0,0,0,0,1,0,female,760
JoAnee Galloway,0,1,0,0,0,0,1,female,892
Atticus Finch,1,0,0,0,0,1,1,male,688
JoAnee Galloway,0,0,1,0,0,0,0,female,1994
Perry Mason,0,0,1,0,0,0,0,female,805
Ally McBeal,0,1,0,0,0,0,1,male,170
Rachel Zane,0,0,0,0,0,1,0,male,43
Perry Mason,0,0,1,0,0,0,1,male,2050
Rusty Sabich,1,0,0,0,0,1,0,male,285
Perry Mason,1,0,0,0,0,0,1,female,517
Rusty Sabich,0,0,0,1,0,0,1,female,371
Patty Hewes,1,1,0,0,0,0,1,female,360
JoAnee Galloway,1,0,0,0,1,0,0,female,552
Patty Hewes,0,0,0,0,0,0,1,female,1063
Rusty Sabich,1,0,1,0,0,0,1,male,564
Daniel Kafee,0,0,0,0,0,0,1,female,660
Patty Hewes,1,1,0,0,0,0,1,male,552
Patty Hewes,1,0,0,0,0,0,1,male,168
Atticus Finch,0,0,0,0,1,0,0,female,728
Rachel Zane,1,0,0,0,1,0,0,male,225
JoAnee Galloway,1,1,0,0,0,0,1,male,364
Ally McBeal,0,1,0,0,0,0,0,male,1196
Ally McBeal,1,0,0,0,0,1,1,female,291
Perry Mason,1,0,1,0,0,0,1,male,250
Rusty Sabich,0,1,0,0,0,0,1,female,1222
Rusty Sabich,1,0,1,0,0,0,1,female,263
Daniel Kafee,1,0,0,0,1,0,0,female,254
Perry Mason,0,0,0,1,0,0,0,male,425
Ally McBeal,1,0,0,0,0,1,0,male,373
Perry Mason,0,0,0,1,0,0,0,female,57
Daniel Kafee,0,1,0,0,0,0,0,female,1080
Rusty Sabich,0,1,0,0,0,0,0,male,1143
Patty Hewes,0,0,1,0,0,0,1,male,1089
Rachel Zane,1,0,0,0,1,0,1,female,5
Perry Mason,1,0,0,0,0,1,1,female,368
Patty Hewes,0,0,0,0,1,0,1,female,2736
Rusty Sabich,0,1,0,0,0,0,1,male,349
,1,0,0,0,0,0,0,male,687
Ally McBeal,1,1,0,0,0,0,1,female,194
Daniel Kafee,0,0,0,0,1,0,1,female,133
Perry Mason,0,1,0,0,0,0,1,female,648
Perry Mason,0,0,0,0,1,0,0,male,1803
Atticus Finch,0,0,0,0,0,1,1,male,1099
Daniel Kafee,1,0,1,0,0,0,1,female,341
Rachel Zane,1,0,0,0,0,0,0,female,116
Perry Mason,0,0,0,0,0,1,1,male,21
Atticus Finch,0,0,0,0,0,1,0,male,771
Daniel Kafee,1,0,0,0,0,1,0,male,221
Daniel Kafee,0,0,1,0,0,0,1,male,2628
Patty Hewes,0,0,0,0,0,1,1,male,587
Rusty Sabich,1,0,0,0,1,0,1,female,192
JoAnee Galloway,0,0,0,0,0,0,1,female,1807
Rusty Sabich,0,0,0,0,0,1,0,female,63
Daniel Kafee,0,0,0,1,0,0,0,female,2387
Patty Hewes,0,0,0,0,0,0,0,male,1509
JoAnee Galloway,0,0,1,0,0,0,0,female,1263
Daniel Kafee,0,0,0,0,1,0,0,male,1515
Rachel Zane,0,0,1,0,0,0,1,female,40
Rusty Sabich,1,0,0,0,0,1,1,female,599
Rachel Zane,1,0,0,0,1,0,0,male,302
Atticus Finch,0,0,0,1,0,0,0,male,141
Patty Hewes,1,0,0,1,0,0,0,female,683
JoAnee Galloway,1,0,1,0,0,0,0,male,464
Rusty Sabich,0,0,0,1,0,0,0,female,605
Rusty Sabich,0,0,0,0,1,0,1,male,765
Ally McBeal,1,0,0,0,0,0,1,female,423
JoAnee Galloway,1,0,1,0,0,0,1,male,544
Atticus Finch,1,0,0,0,1,0,0,female,132
Ally McBeal,0,0,1,0,0,0,0,female,993
Perry Mason,1,0,1,0,0,0,0,male,93
Atticus Finch,1,0,0,0,1,0,0,female,348
Rusty Sabich,1,0,0,0,0,1,1,male,302
Perry Mason,0,0,0,0,0,0,0,female,2607
Rachel Zane,0,1,0,0,0,0,0,female,944
Daniel Kafee,0,0,0,0,0,0,0,male,1474
Daniel Kafee,0,0,0,1,0,0,0,male,697
JoAnee Galloway,0,0,0,0,0,0,0,male,797
Daniel Kafee,1,0,0,0,0,0,1,male,598
Patty Hewes,0,0,0,1,0,0,1,male,449
Patty Hewes,1,0,0,0,1,0,0,male,523
Rachel Zane,1,0,1,0,0,0,0,female,70
Daniel Kafee,0,1,0,0,0,0,0,female,1474
Patty Hewes,1,0,0,0,1,0,0,male,197
Perry Mason,1,0,0,0,1,0,0,male,395
Daniel Kafee,0,0,0,0,0,0,0,male,2613
Ally McBeal,0,0,0,0,1,0,0,female,1964
,1,0,0,0,0,1,1,female,261
Atticus Finch,0,0,0,1,0,0,0,female,404
Rusty Sabich,0,0,0,0,0,0,1,male,652
Daniel Kafee,0,0,0,1,0,0,1,male,248
Perry Mason,0,0,0,0,0,0,0,female,635
JoAnee Galloway,1,0,0,0,1,0,1,male,219
Patty Hewes,0,1,0,0,0,0,0,male,941
JoAnee Galloway,1,0,0,0,1,0,1,male,131
Daniel Kafee,0,0,0,0,1,0,0,female,1628
Daniel Kafee,1,0,1,0,0,0,0,female,294
Atticus Finch,0,0,0,0,0,0,1,female,1018
Perry Mason,1,0,0,0,0,0,0,female,695
,1,0,0,0,0,0,1,female,515
Atticus Finch,0,1,0,0,0,0,1,female,1151
Rachel Zane,1,0,0,0,0,0,0,male,152
Atticus Finch,0,0,0,1,0,0,0,female,2040
Atticus Finch,1,0,1,0,0,0,0,male,302
Atticus Finch,0,1,0,0,0,0,1,male,314
Rachel Zane,1,0,1,0,0,0,1,male,225
Rachel Zane,0,1,0,0,0,0,0,female,236
Ally McBeal,0,0,0,0,0,0,0,male,775
Daniel Kafee,0,1,0,0,0,0,1,female,415
Atticus Finch,0,0,0,0,0,1,1,female,703
Rusty Sabich,0,1,0,0,0,0,0,male,1561
Rusty Sabich,0,0,0,1,0,0,0,female,510
,0,0,0,0,1,0,0,female,1887
Daniel Kafee,1,0,0,1,0,0,1,male,474
Perry Mason,0,0,0,1,0,0,1,female,393
JoAnee Galloway,0,0,1,0,0,0,0,male,593
Daniel Kafee,0,0,0,1,0,0,0,male,117
JoAnee Galloway,0,0,0,1,0,0,0,male,319
Daniel Kafee,1,0,0,0,1,0,0,female,429
Patty Hewes,0,0,0,0,1,0,1,male,138
Rachel Zane,1,0,0,0,1,0,0,female,483
Atticus Finch,1,0,0,0,0,0,0,male,64
Ally McBeal,1,0,0,0,0,0,1,male,320
Daniel Kafee,0,0,0,0,1,0,1,female,1361
Rachel Zane,0,0,0,0,0,0,1,female,1118
Ally McBeal,0,0,0,1,0,0,1,male,725
Patty Hewes,0,0,0,1,0,0,1,male,2718
,0,0,1,0,0,0,1,male,1961
Atticus Finch,0,0,0,0,0,0,1,male,1657
JoAnee Galloway,0,0,0,1,0,0,0,male,1485
Daniel Kafee,1,0,0,0,0,0,1,male,394
Atticus Finch,0,0,0,0,0,0,1,,360
Rachel Zane,0,0,0,0,0,0,1,female,387
Perry Mason,0,0,0,0,0,1,0,male,767
Daniel Kafee,1,0,0,0,0,1,1,male,279
JoAnee Galloway,0,0,0,1,0,0,1,male,1138
Perry Mason,0,1,0,0,0,0,1,male,757
Perry Mason,1,0,0,0,0,1,0,male,637
Patty Hewes,0,0,0,1,0,0,0,female,16
Patty Hewes,0,1,0,0,0,0,0,female,1053
Perry Mason,0,0,0,0,0,0,0,male,1225
Atticus Finch,0,0,0,0,0,0,0,male,419
,0,0,0,0,1,0,0,female,997
Atticus Finch,0,0,0,0,0,1,0,male,511
Patty Hewes,0,0,0,0,0,0,1,female,185
Perry Mason,1,0,0,0,0,0,1,female,305
Ally McBeal,0,0,0,0,0,1,0,female,1438
Patty Hewes,0,0,1,0,0,0,0,male,702
,0,0,0,0,1,0,1,male,1341
Perry Mason,0,0,0,0,0,1,0,male,1036
Perry Mason,0,0,0,0,0,0,1,male,1095
Patty Hewes,0,0,1,0,0,0,1,female,1384
Daniel Kafee,0,0,0,1,0,0,0,female,1215
Rusty Sabich,0,0,1,0,0,0,0,,151
Perry Mason,0,0,1,0,0,0,0,male,640
Daniel Kafee,0,0,0,0,0,1,0,female,820
Atticus Finch,0,1,0,0,0,0,0,male,87
Perry Mason,0,0,0,0,0,0,1,male,1339
Patty Hewes,0,0,1,0,0,0,0,female,1198
Rusty Sabich,0,0,0,1,0,0,0,male,1521
Ally McBeal,1,0,0,0,1,0,0,male,218
Daniel Kafee,0,0,0,0,0,1,1,male,1259
Daniel Kafee,1,0,0,0,0,1,1,female,220
JoAnee Galloway,0,0,0,0,0,1,1,female,513
Daniel Kafee,0,0,0,0,0,0,0,female,877
Patty Hewes,0,0,0,0,0,0,0,male,264
Atticus Finch,1,0,0,0,0,0,0,male,170
Ally McBeal,0,0,0,1,0,0,1,male,1636
Perry Mason,0,0,0,0,1,0,1,male,1476
JoAnee Galloway,0,0,0,1,0,0,0,male,980
Atticus Finch,0,0,1,0,0,0,1,male,797
,0,0,0,0,0,0,1,female,200
Rusty Sabich,0,0,0,0,0,0,0,female,406
Perry Mason,0,0,1,0,0,0,0,female,1972
Perry Mason,0,0,1,0,0,0,1,male,1226
JoAnee Galloway,1,0,0,0,0,0,0,male,43
JoAnee Galloway,1,0,1,0,0,0,1,female,234
Daniel Kafee,1,0,0,0,1,0,1,male,302
Atticus Finch,1,0,0,0,1,0,0,female,492
,1,0,0,1,0,0,0,male,410
Rusty Sabich,1,0,0,1,0,0,0,female,13
